			% of divergence bins:
Rname	Rclass	Rfam	[0;0.25[	[0.25;0.5[	[0.5;0.75[	[0.75;1[	[1;1.25[	[1.25;1.5[	[1.5;1.75[	[1.75;2[	[2;2.25[	[2.25;2.5[	[2.5;2.75[	[2.75;3[	[3;3.25[	[3.25;3.5[	[3.5;3.75[	[3.75;4[	[4;4.25[	[4.25;4.5[	[4.5;4.75[	[4.75;5[	[5;5.25[	[5.25;5.5[	[5.5;5.75[	[5.75;6[	[6;6.25[	[6.25;6.5[	[6.5;6.75[	[6.75;7[	[7;7.25[	[7.25;7.5[	[7.5;7.75[	[7.75;8[	[8;8.25[	[8.25;8.5[	[8.5;8.75[	[8.75;9[	[9;9.25[	[9.25;9.5[	[9.5;9.75[	[9.75;10[	[10;10.25[	[10.25;10.5[	[10.5;10.75[	[10.75;11[	[11;11.25[	[11.25;11.5[	[11.5;11.75[	[11.75;12[	[12;12.25[	[12.25;12.5[	[12.5;12.75[	[12.75;13[	[13;13.25[	[13.25;13.5[	[13.5;13.75[	[13.75;14[	[14;14.25[	[14.25;14.5[	[14.5;14.75[	[14.75;15[	[15;15.25[	[15.25;15.5[	[15.5;15.75[	[15.75;16[	[16;16.25[	[16.25;16.5[	[16.5;16.75[	[16.75;17[	[17;17.25[	[17.25;17.5[	[17.5;17.75[	[17.75;18[	[18;18.25[	[18.25;18.5[	[18.5;18.75[	[18.75;19[	[19;19.25[	[19.25;19.5[	[19.5;19.75[	[19.75;20[	[20;20.25[	[20.25;20.5[	[20.5;20.75[	[20.75;21[	[21;21.25[	[21.25;21.5[	[21.5;21.75[	[21.75;22[	[22;22.25[	[22.25;22.5[	[22.5;22.75[	[22.75;23[	[23;23.25[	[23.25;23.5[	[23.5;23.75[	[23.75;24[	[24;24.25[	[24.25;24.5[	[24.5;24.75[	[24.75;25[	[25;25.25[	[25.25;25.5[	[25.5;25.75[	[25.75;26[	[26;26.25[	[26.25;26.5[	[26.5;26.75[	[26.75;27[	[27;27.25[	[27.25;27.5[	[27.5;27.75[	[27.75;28[	[28;28.25[	[28.25;28.5[	[28.5;28.75[	[28.75;29[	[29;29.25[	[29.25;29.5[	[29.5;29.75[	[29.75;30[	[30;30.25[	[30.25;30.5[	[30.5;30.75[	[30.75;31[	[31;31.25[	[31.25;31.5[	[31.5;31.75[	[31.75;32[	[32;32.25[	[32.25;32.5[	[32.5;32.75[	[32.75;33[	[33;33.25[	[33.25;33.5[	[33.5;33.75[	[33.75;34[	[34;34.25[	[34.25;34.5[	[34.5;34.75[	[34.75;35[	[35;35.25[	[35.25;35.5[	[35.5;35.75[	[35.75;36[	[36;36.25[	[36.25;36.5[	[36.5;36.75[	[36.75;37[	[37;37.25[	[37.25;37.5[	[37.5;37.75[	[37.75;38[	[38;38.25[	[38.25;38.5[	[38.5;38.75[	[38.75;39[	[39;39.25[	[39.25;39.5[	[39.5;39.75[	[39.75;40[	[40;40.25[	[40.25;40.5[	[40.5;40.75[	[40.75;41[	[41;41.25[	[41.25;41.5[	[41.5;41.75[	[41.75;42[	[42;42.25[	[42.25;42.5[	[42.5;42.75[	[42.75;43[	[43;43.25[	[43.25;43.5[	[43.5;43.75[	[43.75;44[	[44;44.25[	[44.25;44.5[	[44.5;44.75[	[44.75;45[	[45;45.25[	[45.25;45.5[	[45.5;45.75[	[45.75;46[	[46;46.25[	[46.25;46.5[	[46.5;46.75[	[46.75;47[	[47;47.25[	[47.25;47.5[	[47.5;47.75[	[47.75;48[	[48;48.25[	[48.25;48.5[	[48.5;48.75[	[48.75;49[	[49;49.25[	[49.25;49.5[	[49.5;49.75[	[49.75;50[	[50;50.25[	[50.25;50.5[	[50.5;50.75[	[50.75;51[	[51;51.25[	[51.25;51.5[	[51.5;51.75[	[51.75;52[	[52;52.25[	[52.25;52.5[	[52.5;52.75[	[52.75;53[	[53;53.25[	[53.25;53.5[	[53.5;53.75[	[53.75;54[	[54;54.25[	[54.25;54.5[	[54.5;54.75[	[54.75;55[	[55;55.25[	[55.25;55.5[	[55.5;55.75[	[55.75;56[	[56;56.25[	[56.25;56.5[	[56.5;56.75[	[56.75;57[	[57;57.25[	[57.25;57.5[	[57.5;57.75[	[57.75;58[	[58;58.25[	[58.25;58.5[	[58.5;58.75[	[58.75;59[	[59;59.25[	[59.25;59.5[	[59.5;59.75[	[59.75;60[	[60;60.25[	[60.25;60.5[	[60.5;60.75[	[60.75;61[	[61;61.25[	[61.25;61.5[	[61.5;61.75[	[61.75;62[	[62;62.25[	[62.25;62.5[	[62.5;62.75[	[62.75;63[	[63;63.25[	[63.25;63.5[	[63.5;63.75[	[63.75;64[	[64;64.25[	[64.25;64.5[	[64.5;64.75[	[64.75;65[	[65;65.25[	[65.25;65.5[	[65.5;65.75[	[65.75;66[	[66;66.25[	[66.25;66.5[	[66.5;66.75[	[66.75;67[	[67;67.25[	[67.25;67.5[	[67.5;67.75[	[67.75;68[	[68;68.25[	[68.25;68.5[	[68.5;68.75[	[68.75;69[	[69;69.25[	[69.25;69.5[	[69.5;69.75[	[69.75;70[	[70;70.25[	[70.25;70.5[	[70.5;70.75[	[70.75;71[	[71;71.25[	[71.25;71.5[	[71.5;71.75[	[71.75;72[	[72;72.25[	[72.25;72.5[	[72.5;72.75[	[72.75;73[	[73;73.25[	[73.25;73.5[	[73.5;73.75[	[73.75;74[	[74;74.25[	[74.25;74.5[	[74.5;74.75[	[74.75;75[	[75;75.25[	[75.25;75.5[	[75.5;75.75[	[75.75;76[	[76;76.25[	[76.25;76.5[	[76.5;76.75[	[76.75;77[	[77;77.25[	[77.25;77.5[	[77.5;77.75[	[77.75;78[	[78;78.25[	[78.25;78.5[	[78.5;78.75[	[78.75;79[	[79;79.25[	[79.25;79.5[	[79.5;79.75[	[79.75;80[	[80;80.25[	[80.25;80.5[	[80.5;80.75[	[80.75;81[	[81;81.25[	[81.25;81.5[	[81.5;81.75[	[81.75;82[	[82;82.25[	[82.25;82.5[	[82.5;82.75[	[82.75;83[	[83;83.25[	[83.25;83.5[	[83.5;83.75[	[83.75;84[	[84;84.25[	[84.25;84.5[	[84.5;84.75[	[84.75;85[	[85;85.25[	[85.25;85.5[	[85.5;85.75[	[85.75;86[	[86;86.25[	[86.25;86.5[	[86.5;86.75[	[86.75;87[	[87;87.25[	[87.25;87.5[	[87.5;87.75[	[87.75;88[	[88;88.25[	[88.25;88.5[	[88.5;88.75[	[88.75;89[	[89;89.25[	[89.25;89.5[	[89.5;89.75[	[89.75;90[	[90;90.25[	[90.25;90.5[	[90.5;90.75[	[90.75;91[	[91;91.25[	[91.25;91.5[	[91.5;91.75[	[91.75;92[	[92;92.25[	[92.25;92.5[	[92.5;92.75[	[92.75;93[	[93;93.25[	[93.25;93.5[	[93.5;93.75[	[93.75;94[	[94;94.25[	[94.25;94.5[	[94.5;94.75[	[94.75;95[	[95;95.25[	[95.25;95.5[	[95.5;95.75[	[95.75;96[	[96;96.25[	[96.25;96.5[	[96.5;96.75[	[96.75;97[	[97;97.25[	[97.25;97.5[	[97.5;97.75[	[97.75;98[	[98;98.25[	[98.25;98.5[	[98.5;98.75[	[98.75;99[	[99;99.25[	[99.25;99.5[	[99.5;99.75[	[99.75;100[
Wilpoe031	LTR	ERVL	0	0	0	0	0	0	0	0	0	0	38	36	0	0	0	0	0	0	41	0	40	93	0	0	99	31	75	0	70	136	278	52	100	339	107	730	278	236	51	134	1266	1241	1825	4208	2674	4317	7409	2899	5795	7090	8484	11720	9075	12613	7307	19954	23242	21120	21163	20857	18715	19841	20394	19410	23269	17939	16214	12691	15569	16032	14113	11072	12996	13004	7250	6292	7527	6521	6394	3952	7683	4826	4985	4321	1747	1740	4376	3710	3461	2532	2524	2573	744	4761	1052	1702	2136	3424	2694	1857	2088	1848	1787	1840	1793	1986	1953	2407	1325	1153	553	1777	977	288	371	0	1043	382	594	550	581	0	99	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguERVK6a_LTR_Ucy	LTR	ERV2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wilpoe143	LTR	Unknown	29	0	0	0	83	0	0	0	47	0	150	0	0	0	1104	596	2687	2514	2955	2823	5222	5018	9413	4380	3597	5591	8636	3759	8712	3073	7655	1727	722	225	681	969	1792	1173	601	1197	3005	0	1257	2301	2489	0	1196	0	1206	0	119	94	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	674	0	0	1211	1192	1779	1356	1203	1823	1837	0	2433	1840	1196	1838	85	591	2349	262	610	606	1808	0	0	276	474	474	0	0	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wilpoe025	LINE	CR1	31	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	190	8	107	235	39	38	0	85	33	239	139	5	509	108	344	203	404	328	655	1016	984	828	768	1107	1862	745	1824	1513	1111	3180	2857	1285	2666	2890	3652	3672	3579	3425	5301	6204	3444	5997	3414	4156	6284	7285	4032	4923	4731	4487	5022	1997	4418	4365	3476	4782	3884	2905	2494	3252	1566	1558	3701	1520	2426	2600	2157	2558	1272	711	2199	1780	1587	1026	986	2435	846	994	543	2625	303	296	861	614	688	643	341	669	955	175	569	427	394	444	22	755	346	212	821	267	609	198	119	39	884	686	369	771	798	658	185	981	427	76	420	479	126	226	0	121	241	800	458	917	1005	482	755	1102	5	73	0	116	140	220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wilpoe076	Unknown	Unknown	641	1488	0	208	9758	33879	121535	129202	117128	47710	59125	34171	20259	25805	16227	3490	1064	2521	2662	201	826	759	3232	369	1758	7081	927	1037	254	780	1166	3028	310	1209	790	3442	12130	12464	10087	2953	2086	472	7324	3114	5717	1612	10604	28774	20781	3670	3357	4743	935	4731	2667	303	115	2785	2059	917	3925	330	1636	156	3802	6166	6632	4188	2267	1360	238	277	1033	1508	2182	508	2312	695	287	3456	2820	1679	4577	909	1055	325	2956	1093	1032	4750	1680	1144	3036	3915	2536	2843	2990	1430	3143	2258	2777	3888	2409	1507	4711	1056	687	1944	1937	1841	475	1315	1963	1593	2518	762	902	812	2022	287	0	835	699	496	673	341	0	0	357	0	234	0	219	0	422	702	155	0	0	0	0	0	0	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CR1-X3_Ucy	LINE	CR1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	44	41	0	42	54	0	0	64	0	44	28	56	115	38	233	0	81	72	0	183	49	72	472	188	535	174	157	314	182	50	740	254	870	1007	919	1257	926	59	1003	2738	1527	554	3106	3001	3922	2415	1674	3078	3082	2970	3087	4592	4739	4705	4391	4474	4444	3720	5214	1904	2422	1585	3094	1312	1811	2998	2087	1439	1873	526	1775	474	931	509	948	616	123	0	100	126	359	98	323	278	11	609	239	206	413	38	98	291	88	191	122	150	167	233	284	273	242	346	243	126	333	261	669	44	40	159	144	189	94	36	102	117	0	182	44	77	0	186	0	109	0	64	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AviRTE_Wuchereria_bancrofti	LINE	RTE-BovB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wilpoe129	LINE	CR1	255	0	1252	0	427	669	1709	3062	5355	1502	4765	5026	6804	11704	9229	10476	13302	16014	14060	12403	10618	9041	8998	9486	9196	5892	5173	3846	4169	2364	2946	2865	876	1935	552	3123	1990	1448	1587	1208	316	759	849	717	614	612	82	257	797	767	243	187	209	37	387	366	69	0	62	338	476	661	0	118	76	134	0	18	17	214	0	0	163	1	240	124	9	122	221	305	40	47	693	0	73	57	301	620	17	244	300	0	279	283	390	0	13	72	190	74	18	229	40	44	57	176	46	144	269	110	174	58	74	21	89	75	58	153	101	84	51	52	53	33	334	21	23	27	110	0	0	3	57	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wilpoe150	LTR	Unknown	2922	0	2848	4310	7167	17545	24387	45823	56221	69516	70023	75229	74345	74115	58271	49413	39089	41561	41040	29710	29312	24481	21909	11974	14961	19363	11849	9141	11747	11123	7142	7786	6428	5029	6122	5425	2766	4178	3754	4013	2343	2418	2206	3689	2932	1703	2601	1755	2474	2160	2198	1729	2391	1584	2399	2567	3062	2425	2184	2062	1729	1830	3368	1611	1182	3401	1516	3029	1745	1968	2638	1626	1575	1902	1384	2240	1767	1392	2127	1669	1443	1596	2528	1244	2203	1979	2007	1425	2147	1535	969	1858	1591	1271	1765	1735	1013	2449	1495	986	1737	1900	1530	1191	1189	902	1333	1391	1823	1843	1425	1018	1176	1266	1108	1322	1240	1714	1764	923	1088	1519	972	1508	946	859	1188	1289	984	897	1125	1007	785	525	665	531	432	393	300	351	282	174	153	181	42	186	138	0	30	24	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wilpoe010	LTR	Unknown	91	0	0	0	90	145	60	0	0	381	0	0	108	0	258	0	189	294	1265	1533	859	3791	4563	9009	7365	10199	7074	11674	8214	15964	6489	7034	10327	6517	2469	4120	6238	5227	4143	4863	2711	5039	4017	5468	4370	3665	7343	9085	6170	6395	4060	9682	5210	3913	5781	4322	4629	7134	3204	5673	3880	3451	3067	2903	2194	3964	1383	5856	7758	8327	5420	8003	6962	11352	7732	8118	14608	11068	11103	11396	16173	10630	9867	8501	8168	11539	8645	7515	6151	5119	6246	3717	3157	1220	1513	3142	2245	1126	1836	2846	395	1933	291	683	592	643	0	0	219	93	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wilpoe078	LTR	Unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	82	0	756	816	328	1182	1630	2494	3846	2262	3139	5875	5250	3567	3987	5309	2234	2818	2113	64	3319	2982	3965	859	2761	2618	5668	2427	3267	584	1214	1162	2696	5819	2674	3179	1961	885	916	2173	1215	1685	62	1483	66	749	640	386	340	602	723	715	400	396	132	352	0	141	1191	467	103	0	0	130	0	260	0	330	0	535	104	0	0	628	0	0	0	0	0	398	207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
