			Million years bins:
Rname	Rclass	Rfam	[0;1[	[1;2[	[2;3[	[3;4[	[4;5[	[5;6[	[6;7[	[7;8[	[8;9[	[9;10[	[10;11[	[11;12[	[12;13[	[13;14[	[14;15[	[15;16[	[16;17[	[17;18[	[18;19[	[19;20[	[20;21[	[21;22[	[22;23[	[23;24[	[24;25[	[25;26[	[26;27[	[27;28[	[28;29[	[29;30[	[30;31[	[31;32[	[32;33[	[33;34[	[34;35[	[35;36[	[36;37[	[37;38[	[38;39[	[39;40[	[40;41[	[41;42[	[42;43[	[43;44[	[44;45[	[45;46[	[46;47[	[47;48[	[48;49[	[49;50[	[50;51[	[51;52[	[52;53[	[53;54[	[54;55[	[55;56[	[56;57[	[57;58[	[58;59[	[59;60[	[60;61[	[61;62[	[62;63[	[63;64[	[64;65[	[65;66[	[66;67[	[67;68[	[68;69[	[69;70[	[70;71[	[71;72[	[72;73[	[73;74[	[74;75[	[75;76[	[76;77[	[77;78[	[78;79[	[79;80[	[80;81[	[81;82[	[82;83[	[83;84[	[84;85[	[85;86[	[86;87[	[87;88[	[88;89[	[89;90[	[90;91[	[91;92[	[92;93[	[93;94[	[94;95[	[95;96[	[96;97[	[97;98[	[98;99[	[99;100[
Wilpoe084	Unknown	Unknown	0	0	5459	10422	12244	15029	3898	6959	2290	512	1378	3970	4136	3247	4670	5802	6683	2078	2772	4298	1571	96	819	1480	444	1242	1214	928	1894	922	793	512	1042	3925	6652	4830	2954	2474	3615	2512	1539	911	325	2130	1022	433	830	486	100	174	30	43	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wilpoe046	Unknown	Unknown	0	0	0	0	5384	259	0	0	267	0	0	0	0	0	1564	842	329	0	2666	1158	0	0	0	14	0	0	0	68	0	0	106	548	0	484	183	422	697	2224	164	1305	1621	482	0	383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CR1-E6_fAlb	LINE	CR1	79	0	0	210	374	493	141	994	2023	3088	4177	6988	9611	12515	17478	22391	27134	31711	36693	34203	36546	39159	33888	35199	29542	26436	27240	19209	18562	13745	9707	9223	6938	6388	3863	3554	3489	3594	3161	2045	2575	2702	2647	4568	3216	3757	2497	3128	2532	3358	1683	2422	1739	947	694	519	592	0	184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fAlbLTRK4	LTR	ERV2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wilpoe119	Unknown	Unknown	1972	5887	13820	5336	1137	3071	2420	352	576	0	177	517	566	146	807	1733	1696	2550	1440	1670	1930	1441	1249	1632	954	612	1240	660	669	391	1973	1100	775	893	59	477	637	737	565	591	402	746	247	679	0	842	1676	402	0	827	425	0	0	652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fAlbLTR2	LTR	ERV1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	48	0	59	0	0	75	0	0	134	84	338	399	780	367	1178	1133	1895	2925	3770	4582	9579	11740	6078	10731	7871	8923	3682	4908	2846	2343	1642	1225	415	414	211	382	344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguERVL2a2_LTR-Lb_fAlb	LTR	ERV3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	341	220	559	0	32	0	0	328	248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wilpoe123	LTR	Unknown	1684	1439	1402	12282	54373	114517	144541	106947	104762	64124	57633	40400	26151	18763	14957	8134	6180	2681	1781	1128	1311	603	152	299	236	1190	1344	725	131	258	0	41	28	213	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguERVL2a4_LTR-La_fAlb	LTR	ERV3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	183	155	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wilpoe024	LINE	CR1	74	0	0	138	684	503	602	898	1600	4628	5969	11697	18138	27377	51758	65811	87111	82682	98106	92448	75417	63226	54113	55224	36324	36645	38636	37662	43253	55784	81366	84556	101500	113026	115862	126568	117373	116139	101535	102736	100779	96330	81370	71409	70070	52627	49709	36760	28785	22451	14580	11988	4417	2703	2441	1396	646	194	47	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CR1-J3_fAlb	LINE	CR1	111	0	57	54	293	304	455	372	649	839	1655	791	1062	2018	3978	5022	6427	10145	14305	28788	51219	72143	92258	119389	127155	117517	136349	125038	112148	101989	93961	70597	49959	43661	28574	15663	15062	9228	7181	7119	5038	5566	5860	6471	5394	5893	6408	7416	8929	8688	11813	5322	5131	4516	4035	1419	1514	782	701	0	478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wilpoe039	LTR	Unknown	0	0	0	141	116	136	231	518	851	2108	20062	60873	102995	61739	29671	8122	12761	12453	14365	9755	6618	3080	6153	6416	7853	6065	7507	4395	1758	1131	583	1177	421	1400	1420	361	0	0	291	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wilpoe105	LTR	Unknown	0	0	187	0	0	115	0	77	4216	7394	8209	7202	7900	10264	11460	11680	9124	6721	4316	6437	7674	6897	5915	8284	11149	8272	12088	7354	8492	9164	9900	6816	9388	3080	3161	3565	2235	4290	0	726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AviRTE_Ara_macao	LINE	RTE-BovB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	19	0	0	124	0	0	0	0	3	0	69	0	34	0	18	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wilpoe053	LTR	Unknown	0	0	413	240	3165	11244	9810	4969	2556	1753	2131	0	543	878	2567	4895	2532	185	1378	2381	404	3200	881	1503	2227	2521	4472	3444	4013	3139	5291	4629	4047	4316	3944	1170	1929	3343	2440	1274	363	1788	1359	176	737	253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CR1-X1_fAlb	LINE	CR1	36	0	60	130	33	188	380	258	530	683	1377	2883	2309	2951	4794	6967	9312	14306	15152	20981	21870	34584	36004	37442	30168	26055	23735	19724	15080	13679	6011	8586	5404	3551	3955	5984	5750	3812	3350	4230	2617	3265	1921	2509	2493	1098	1973	601	1521	1160	907	396	760	96	53	122	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wilpoe114	LTR	Unknown	0	0	0	0	0	165	46	0	0	0	672	76	666	434	1278	1088	3240	1699	2565	1916	4105	2757	4222	6057	6238	6387	4371	4532	2268	3150	1051	926	906	490	170	71	0	403	305	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wilpoe155	LTR	Unknown	57	112	0	0	416	1729	4050	5819	7488	3883	442	3103	2599	5586	1725	2604	1288	2645	1569	0	1440	1001	3200	1610	2260	182	439	606	1738	427	689	0	0	867	23	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wilpoe141	LTR	Unknown	0	0	0	220	95	0	186	133	304	637	322	353	594	859	1780	2080	2156	2333	9510	8853	13234	5341	8898	7078	5336	6139	5812	9495	7071	6502	6077	5106	2780	2436	2889	1853	1241	851	0	0	0	0	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CR1-J1a_fAlb	LINE	CR1	0	0	52	0	303	6	237	153	444	125	551	432	1139	632	1529	981	2142	2349	3216	4389	6870	6258	7071	6938	7992	5278	5469	7352	5766	3638	2369	1428	1444	887	506	581	1308	596	297	567	946	667	734	394	504	796	762	598	629	330	335	149	173	28	74	42	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wilpoe080	LTR	Unknown	0	0	0	0	505	1674	1485	5060	7285	9378	3143	5491	3383	2142	0	1153	0	628	991	217	0	0	0	403	879	1146	796	810	0	0	0	497	146	0	537	376	587	0	136	370	0	0	783	488	0	0	0	1325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wilpoe083	LTR	ERV2	255	6396	13897	47502	23253	30381	30097	34689	16871	20078	17521	14035	12508	12734	12393	5580	4565	4102	6572	6355	4356	3602	4080	5668	6244	7220	3868	3454	1293	2447	4033	829	1415	3358	2404	1403	1323	309	453	276	63	349	390	846	584	778	1311	0	110	1102	304	1532	388	401	0	0	151	0	0	0	76	108	225	106	108	238	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fAlbLTRL4	LTR	ERV3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fAlbLTRK1d	LTR	ERV2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wilpoe022	LINE	CR1	5	117	656	424	655	782	3788	4052	5537	10919	12126	11415	11556	11972	13865	16702	14884	13199	12644	11581	9575	9165	6983	4931	3946	2932	3631	2876	3014	1572	501	2134	1305	725	1270	2435	2049	1250	1239	1205	1406	1443	621	1069	648	378	390	224	241	65	251	71	33	60	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AviRTE_Zimmerius_chrysops	LINE	RTE-BovB	0	0	0	0	0	0	0	0	0	32	0	0	0	52	0	39	0	0	0	0	27	0	0	0	0	0	6	0	0	0	0	0	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fAlbLTRK14	LTR	ERV2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wilpoe149	LINE	CR1	42	404	813	5238	6754	9977	6769	9794	8674	7816	5153	3239	3658	2158	4470	1722	1610	845	2227	827	809	855	311	582	695	295	822	165	148	213	161	201	344	161	295	6	104	68	52	52	97	182	115	31	68	0	0	100	52	155	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguLTRK1a-La_Ucy	LTR	ERV2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wilpoe108	LTR	Unknown	0	0	0	0	211	0	712	1591	1339	3028	2890	4119	2480	1631	3569	2715	428	1852	2459	2186	1277	2519	889	1797	1265	378	1399	1558	848	1430	392	346	271	0	253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wilpoe089	LTR	Unknown	0	215	103	1087	761	5564	12533	10843	5337	2420	760	916	4341	3108	4315	5095	3852	1557	2818	2481	11975	17817	11584	8559	2126	1247	1610	2073	507	1125	854	3210	3307	5683	5263	3838	7628	11143	8634	9945	9839	8929	7806	7058	8591	5256	4501	4341	1524	1016	480	735	502	0	178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wilpoe112	LTR	Unknown	0	0	0	0	1166	1409	5647	7141	3267	3148	1863	469	0	459	0	0	0	468	898	2765	2727	2665	3221	3572	472	460	2293	1904	732	1387	1409	1411	1419	1838	0	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wilpoe063	LTR	Unknown	0	77	59	163	158	1346	1707	7615	15177	18120	21759	16345	16202	11390	11404	6450	4825	7830	3385	4716	2572	1825	811	3831	2765	891	15	1584	793	1509	814	408	502	26	226	23	0	158	122	0	433	0	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wilpoe136	LINE	CR1	333	0	702	517	1375	1043	2281	2101	4083	3657	5679	4860	2408	5118	6775	3676	3932	2267	3782	2772	928	1193	354	149	797	482	703	922	998	629	828	705	369	361	633	288	295	564	610	255	208	293	213	376	53	430	120	26	221	49	39	80	43	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UcyLTRK4	LTR	ERV2	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CR1-K4_fAlb	LINE	CR1	0	0	0	0	33	27	0	116	143	111	100	197	280	260	213	555	465	808	691	535	854	1184	935	873	946	1495	1299	1546	1803	1560	2401	1631	2106	1743	2947	1723	1832	2352	2795	1249	1986	1303	1622	2054	1917	1836	1936	3086	1391	1786	1387	1278	1034	1825	196	695	22	67	141	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wilpoe030	LTR	Unknown	63	81	67	442	208	202	288	197	924	1218	2221	2359	1692	6580	5162	6369	2791	4186	586	864	170	0	500	470	0	317	25	171	368	24	0	83	171	127	0	174	0	2	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguLTR6a_fAlb	LTR	ERV3	0	0	0	40	32	0	90	38	108	367	0	198	163	281	354	722	307	476	1492	1310	1348	1594	3478	2623	1323	2205	4047	1847	2094	1548	1764	1312	1255	1598	871	1114	246	818	237	589	0	22	0	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fAlbLTRK11	LTR	ERV2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wilpoe037	LTR	ERVL	23480	58801	46607	5092	6341	1064	3785	14312	41271	9627	12978	12586	6943	6946	4155	6123	651	1264	688	0	0	0	723	699	1444	526	1860	792	1678	1485	761	1234	634	565	66	82	1710	234	0	132	0	560	220	222	250	768	1478	1869	2673	4350	17741	8275	6861	2067	1207	1360	0	721	256	0	206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wilpoe147	LTR	Unknown	37	0	63	76	701	1468	3061	1560	3596	6346	5210	11349	5310	1172	4615	2178	4527	2008	967	1490	1907	1474	1322	2168	2248	2538	5435	5048	5473	6887	7718	8176	6411	7036	6370	5218	3855	4058	4272	3818	3706	1728	1989	1615	747	29	400	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wilpoe013	LTR	Unknown	0	0	298	2332	11652	9244	28257	24363	15655	14098	8071	4866	2419	2707	787	4530	3864	2094	1186	110	154	269	1042	727	784	93	103	93	0	38	334	0	40	353	24	7	0	180	0	553	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wilpoe115	LTR	Unknown	0	0	0	0	0	174	1416	1627	3602	4510	6635	6510	5701	4915	6792	2249	5660	6756	4874	3557	3317	3923	4051	4186	2509	1273	3294	2314	1423	1912	867	1040	880	0	832	0	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguLTRL2a8-Le_fAlb	LTR	ERV3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fAlbLTRK12a	LTR	ERV2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguLTRL1a6-L_fAlb	LTR	ERV3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	43	0	555	0	0	0	0	43	0	0	0	559	530	673	0	0	376	0	0	0	0	0	0	0	0	756	494	547	0	0	0	915	0	0	0	679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguLTR13e_Ucy	LTR	ERV1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	213	0	0	0	462	0	198	0	0	0	0	0	205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AviRTE_Calypte_anna	LINE	RTE-BovB	0	0	0	42	0	0	47	39	0	66	0	0	0	0	0	0	38	0	21	0	0	0	0	0	0	0	52	0	0	0	0	1	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AviRTE_Tinamus_guttatus	LINE	RTE-BovB	0	0	0	0	0	0	0	0	0	0	0	0	346	397	3109	814	739	2963	3922	759	816	342	195	10	0	0	0	22	0	0	233	0	2	0	71	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wilpoe025	LINE	CR1	31	0	0	38	0	0	198	419	85	411	514	452	1076	2199	2897	3225	3603	7223	7162	8675	12416	13554	11410	15763	11609	9529	10638	10548	6649	6335	5824	5978	3482	4128	4202	1748	3147	1810	1414	1799	1376	480	1101	1306	920	1209	1582	1568	1439	975	352	362	2175	2242	1107	189	360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wilpoe028	LTR	Unknown	2616	982	3509	42696	152505	284509	273444	151926	97192	65808	57986	53289	46700	47119	31087	12309	10595	8906	3825	6163	3704	4898	1156	2390	612	203	395	23	0	620	261	199	96	0	165	202	297	464	156	0	242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguERVL2a2_LTR-L_Ucy	LTR	ERV3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	186	0	0	96	0	177	139	339	248	0	534	296	398	271	0	296	433	93	323	87	118	30	427	57	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CR1-E2_fAlb	LINE	CR1	165	400	61	484	307	424	865	2522	3907	3724	8855	10927	13766	19027	20208	21043	24260	23611	21213	20439	20321	14806	12548	9813	9661	7705	5192	5941	3809	3016	2267	2523	1305	1020	1246	722	572	378	471	584	11	150	78	130	29	66	186	74	16	21	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wilpoe104	LTR	Unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	423	2176	97	3060	1765	2643	2653	2641	2118	441	3834	1766	366	3122	7500	7499	4877	8708	4894	5161	3611	1546	1167	1449	1379	426	403	720	704	0	272	713	0	0	273	0	0	556	0	0	0	0	281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguLTR6a_Ucy	LTR	ERV3	27	0	0	0	37	0	44	0	51	193	0	51	0	125	141	165	218	497	1174	1787	2447	3244	4976	7217	13044	11139	19278	19261	24175	25262	28528	31490	27801	28023	22572	10296	10348	8994	4427	1903	1875	1678	462	556	0	148	0	228	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wilpoe020	LTR	Unknown	0	0	0	1418	605	4485	969	1793	6837	3183	4113	2925	1407	111	269	5778	0	8	3360	777	2675	1787	1304	965	445	375	777	295	290	0	71	0	52	26	115	0	39	85	0	105	50	0	135	0	0	0	328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
